ResponseID,ResponseSet,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Condition,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,State Born?,Grow Up?,years in home state,Q15,Q111,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208,Q209,Critical Question_2,RandStateIns,Random State_2(102),Random State_2(103),Random State_2(104),Random State_2(105),Random State_2(106),Random State_2(107),Random State_2(108),Random State_2(109),Random State_2(110),Random State_2(111),Random State_2(112),Random State_2(113),Random State_2(114),Random State_2(115),Random State_2(116),Random State_2(117),Random State_2(118),Random State_2(119),Random State_2(120),Random State_2(121),Random State_2(122),Random State_2(123),Random State_2(124),Random State_2(125),Random State_2(126),Random State_2(127),Random State_2(128),Random State_2(129),Random State_2(130),Random State_2(131),Random State_2(132),Random State_2(133),Random State_2(134),Random State_2(135),Random State_2(136),Random State_2(137),Random State_2(138),Random State_2(139),Random State_2(140),Random State_2(141),Random State_2(142),Random State_2(143),Random State_2(144),Random State_2(145),Random State_2(146),Random State_2(147),Random State_2(148),Random State_2(149),Random State_2(150),Random State_2(151),Q214,Q215,Q216,Q141_1,Q141_2,Q141_3,Q217,Q218,100% Question_1,100% Question_2,100% Question_3,100% Question_4,100% Question_5,Q157,Q83,Q124_1,Q124_2,Q124_3,Q124_4,Q124_5,Q124_6,Q124_7,Q124_8,Q124_9,Q124_10,Q124_11,Q124_12,Q124_13,Q124_14,Q124_15,Q124_16,Q124_17,Q124_18,Q124_19,Q124_20,Q124_21,Q124_22,Q124_23,Q124_24,Q124_25,Q124_26,Q124_27,Q124_28,Q124_29,Q124_30,Q124_31,Q124_32,Q124_33,Q124_34,Q124_35,Q124_36,Q124_37,Q124_38,Q124_39,Q124_40,Q124_41,Q124_42,Q124_43,Q124_44,Q124_45,Q124_46,Q124_47,Q124_48,Q124_49,Q124_50,Q124_51,Q124_52,Q84,Q85,Q92,Q87,Q127,Last Page
R_3kpJH0QodVEmznN,Default Response Set,1/17/17 20:58,1/17/17 21:13,,,,,1,0,6,1,0,NP,1,Yes,1,1,35,Male,Us,High school diploma,Yes,New Mexico,New Mexico,More than 20,New Mexico,1,tea party,war,we won,civil rights/war,North won,mlk,kennedy shot,moon landing,cold war,Berlin wall coming down,1,France,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,19th,1930,Italy,Facism,1955,Saudi Arabia,7,1,,11,,,,,,41,5,,,,,25,,,,,,,,41,,,,1,,,,,,,,,22,,,,6,4,,,,,,,,,32,,Pennsylvania,New York,North Carolina,63,62,60,New Mexico,Ohio,2,50,25,22,1,Maine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_yydd9liNPq0CJwd,Default Response Set,1/17/17 21:02,1/17/17 21:21,,,,,1,0,10,1,0,NP,1,Yes,1,1,44,Male,United States,High school diploma,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Revolutionary War,Declaration of Independance,Writing of the Constitution,Proclamation of Emancipation,Civil War,Voting Rights Act of 1965,Womens Right to vote - 19th Amendment,Victory Day in World War II,Victory in World War I,The End of Barrack Obama's rogue presidency,1,France,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Russia,Communism,1969,Iraq,6,1,3,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,2,,,7,3,,,3,,,4,2,,,,,10,,,,,New York,Pennsylvania,Maryland,12,10,8,Alaska,New York,5,12,10,8,65,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,none,1,1
R_2di4cnOo3NqYCKa,Default Response Set,1/17/17 21:10,1/17/17 21:27,,,,,1,0,14,1,0,NP,1,Yes,1,1,39,Male,US,Master's Degree,Yes,Maine,Maine,More than 20,California,1,The 7 Years War,The Revolution,The civil War,Louisiana Purchase,The building of the Erie Canal,The Transcontinental Rail Road,Invention of the cotton gin,World War Two,Reconstruction,Start of Textile Manufacturing,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,2,1,,,,,15,,,,4,,,1,,,2,2,,,,,,,,1,2,,,,,,,,,,,,,10,,,,,,,1,,3,,,,New York,California,Massachusetts,15,20,15,Nebraska,California,1,12,18,15,54,Texas,1,,,,,,,,,,,,,,,,,,,,Maine,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Very Easy,,1,1
R_8Iz8QGyL6imou1X,Default Response Set,1/17/17 21:31,1/17/17 21:41,,,,,1,0,12,1,0,NP,1,Yes,1,1,29,Female,American,Master's Degree,Yes,Born Outside U.S.,Wisconsin,11 to 15,Minnesota,1,Signing of the Declaration of Independence,Revolutionary War,Presidential election of George Washington,Louisiana Purchase,Civil War,Amendments 13,Pearl Harbor,Vietnam War,Rights to vote for all adult citizens (amendments 15 & 19),Election of Barack Obama,1,France,Tea Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,19th,1929,Russia,Communism,1969,Iran,3,1,2,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,6,1,,,,,11,,,,2,Pennsylvania,Massachusetts,Virginia,14,12,11,Idaho,California,8,67,15,10,0,Illinois,1,,,,,,,Colorado,,,,,,,,,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,,1,1
R_1JRrbQ8fwsq0TaS,Default Response Set,1/17/17 21:16,1/17/17 21:43,,,,,1,0,10,1,0,P,1,Yes,1,1,35,Female,United States,Bachelor's Degree,Yes,Colorado,Colorado,More than 20,South Carolina,1,Discovery of Americas in 1492,Signing of the Declaration of Independence in 1776,Civil War,Women's right to Vote,WW1,The Great Depression,Pearl Harbor WW2,JFK Assassination,Man on the Moon,911,1,Britain,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Italy,Facism,1969,Iran,5,1,,,2,,,,2,,,2,,,,,4,1,,,8,,,,,,,,,1,,,1,,,,,,,,,,,5,,,,,,,,,Pennsylvania,Virginia,New York,20,10,8,Wyoming,Florida,5,40,20,10,25,Arkansas,1,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Carolina,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_3kNBueZIzHulg2J,Default Response Set,1/17/17 21:29,1/17/17 21:44,,,,,1,0,15,1,0,P,1,Yes,1,1,28,Male,USA,Master's Degree,Yes,Nevada,Nevada,16 to 20,California,1,American Revolution,Civil War,Louisiana Purchase,World War II,Decision by Washington to leave the presidency,Assassination of Lincoln,Great Depression,September 11th,World War I,Mexican-American War,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,2,,,,,2,,,,,,,18,,1,,,,,,,8,,,9,,,,,,3,27,,,,,,,,,,,,,,19,4,,,,New York,Virginia,California,26,22,15,Wyoming,California,5,26,19,18,32,Texas,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Easy,,1,1
R_2Vpsg8M2vPQpQsx,Default Response Set,1/17/17 21:44,1/17/17 21:52,,,,,1,0,8,1,0,P,1,Yes,1,1,26,Female,usa,Master's Degree,Yes,Born Outside U.S.,New Hampshire,11 to 15,Arizona,1,emancipation proclamation,civil war,world war 1,world war 2,vietnam,pearl harbor,911,nomination of barack obama as president,war in afghanistan,allowing women to vote,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1914,19th,1930,Italy,Socialism,1969,Saudi Arabia,3,1,,,,1,,,,3,,,,,,,,,,,,,,,3,,,,,,,1,,,10,1,,,5,,,15,,1,,1,,,,,,,South Carolina,North Carolina,California,15,14,9,Idaho,California,3,15,10,5,67,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,New York,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_plrVAZlwUGvvsK5,Default Response Set,1/17/17 21:46,1/17/17 22:03,,,,,1,0,12,1,0,P,1,Yes,1,1,25,Female,Citizen,High school diploma,Yes,Colorado,Wyoming,1 to 5,Pennsylvania,1,Assasination of Abraham Lincoln,Apollo 11,Boston Tea Party,The Signing of the Declaration of Independence,Pearl Harbor,Winning Side of WWII,Assassination of J. F. K.,Vietnam War,11-Sep,Death of Osama Bin Laden,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,20,1,6,,,,8,,,,,,,,,,10,,,,,92,,,,,,,,,,,,,41,30,,,,62,,,,7,,,,63,,,,,Massachusetts,Maryland,Pennsylvania,71,41,20,Minnesota,New York,4,48,32,10,6,New York,1,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,,,,,,,,,,,,,Wyoming,No,,Somewhat Difficult,,1,1
R_3Rq2q02WT0rjluO,Default Response Set,1/17/17 22:02,1/17/17 22:15,,,,,1,0,8,1,0,NP,1,Yes,1,1,31,Female,United States citizen,Bachelor's Degree,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Revolutionary War,Civil War,Declaration of Independence,Constitution,Civil Rights Movement,Women's Right to Vote,11-Sep-01,Pearl Harbor,Assassination of JFK,Great Depression,1,Spain,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Herbert Hoover,France,Plessy v. Ferguson,1861-1865,1919,19th,1929,Russia,Socialism,1967,Saudi Arabia,5,1,,,,3,,,,,,,,2,,3,2,,,5,,,,,,,,,,3,3,,,,4,,,,,,,,,,,,12,,2,,,,Virginia,New York,Massachusetts,10,9,7,Alaska,Ohio,4,30,25,20,21,Georgia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Difficult,,1,1
R_1HdVbxpnROjDUgM,Default Response Set,1/17/17 22:01,1/17/17 22:29,,,,,1,0,12,1,0,P,1,Yes,1,1,48,Male,united states,Associate's Degree,Yes,Iowa,Iowa,More than 20,Iowa,1,gaining france help in war independence,louisiana purchase,genocide native americans,building railroad across nation,defeating mexico war 1848,north winning civil war,purchasing alaska,fdr new deal,fdr efforts to get amercia into ww2 to help halt fascist world takeover,truman not using atomic bombs to try and form american global empire when during mid 40s united states was sole possessions of weapons mass destruction,1,France,Townshend Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Gibbons v. Odgen,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,2,1,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,1,2,2,,3,1,,2,,,,,2,,,,2,,,,New York,Virginia,Texas,3,3,3,Wyoming,Iowa,2,3,3,3,89,Texas,1,I have not lived in any state for over five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,no other comments,1,1
R_3O1B7ONufFuOCQm,Default Response Set,1/17/17 22:08,1/17/17 22:31,,,,,1,0,15,1,0,P,1,Yes,1,1,32,Female,United States,Master's Degree,Yes,Alabama,Alabama,More than 20,Florida,1,The Declaration of Independence,The US Constitution,The Bill of Rights,The War of 1812,The Civil War,The Civil Rights act of 1963,The Vietnam Conflict,Attack on Pearl Harbor,911,Death of Bin Laden,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,24,1,,,,,,,,15,,,,,,,,19,,,,,,,,10,,,,4,18,,2,,,,,,6,,,,5,,,,,,,,4,2,Pennsylvania,Massachusetts,New York,29,34,41,Utah,California,15,30,30,20,5,Utah,1,,Alabama,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,None Thank You,1,1
R_vcAkwJ9zzDGbwxH,Default Response Set,1/17/17 22:14,1/17/17 22:33,,,,,1,0,11,1,0,P,1,Yes,1,1,60,Male,USA,High school diploma,Yes,Minnesota,Wisconsin,More than 20,Wisconsin,1,Revolution against the British,Forming a Democratic government,Civil war,World War I,World War II,Fall of the Soviet Union,Invention of flight,Putting a man on the moon,World's most powerful nation economically,World's most powerful military,1,France,Tea Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1917,18th,1929,Russia,Communism,1969,Iran,5,1,,,,,12,,,,,7,,,,5,,,3,,,,,4,,,,,,,,,,,,1,,,,,5,,,,,1,,10,,,,1,New York,Pennsylvania,Massachusetts,14,13,12,Idaho,New York,5,15,13,12,55,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,good survey,1,1
R_piK5gcoxqvw2Xm1,Default Response Set,1/17/17 22:23,1/17/17 22:34,,,,,1,0,12,1,0,NP,1,Yes,1,1,28,Female,United States of America,Bachelor's Degree,Yes,Born Outside U.S.,Alaska,11 to 15,Arkansas,1,Revolutionary War,Development of the United States Constitution,Civil War,Industrial Revolution,Invention of the car,Discovery of flight,World War I,Great Depression,World War II,Cold War,1,France,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,,,,,,2,,,,1,,,,,,1,1,5,,,1,,,,,,2,2,,,,,,,,,,,,2,,,,,1,,,,Virginia,Massachusetts,Maryland,10,5,5,Hawaii,California,3,10,5,5,77,Texas,1,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,"Somewhat difficult to consider each state's contribution in the whole of US history. Events may have taken place there, but the state itself was not directly responsible. It is also challenging since some states (like Alaska and Hawaii) became states so much later that it is difficult to accurately weigh them against the other more long-standing states like Virginia and Maryland.",1,1
R_12PCSYzfHkVdxV5,Default Response Set,1/17/17 22:17,1/17/17 22:40,,,,,1,0,8,1,0,NP,1,Yes,1,1,38,Female,US,Bachelor's Degree,Yes,Alabama,Alabama,More than 20,Alabama,1,Desegregation,Civil Rights Act,Abolishment of Slavery,The day Christopher Columbus stumbled upon a place that was already inhabited,Civil Rights War,WWI,WWII,Pearl Harbor,Barack Obama became president,MLK assassinated,1,Britain,Stamp Act,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,18th,1932,Italy,Facism,1969,Iran,2,1,,3,,,,,,,,4,,,,,,,,,2,5,,,3,,,,,3,3,,6,,,,,,,,,,3,,,,,,,,,3,Delaware,Nevada,Rhode Island,8,10,9,Iowa,California,10,15,10,15,50,Washington,1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Very Easy,,1,1
R_1H8HoKrvhrL0jgK,Default Response Set,1/17/17 22:29,1/17/17 22:45,,,,,1,0,9,1,0,NP,1,Yes,1,1,32,Female,US CITIZEN,High school diploma,Yes,Hawaii,Hawaii,More than 20,Hawaii,1,Indepedance Day,Womens Suffrage,Black rights,Civil War,World War I,World War II,9/11 attacks,First black President in history,Assassination of Abraham Lincoln,Walk on the moon,1,France,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1914,19th,1929,Italy,Communism,1969,Iraq,7,1,10,,8,,,,9,,,,,,,,6,,,,,,,8,,,,,,,9,,5,,,,,,,,,,6,,,5,,,,,5,,New York,California,Texas,20,15,14,Alaska,New York,6,15,14,13,52,Florida,1,I have not lived in any state for over five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_1Ehv30i3OrIVnYl,Default Response Set,1/17/17 22:35,1/17/17 22:46,,,,,1,0,15,1,0,NP,1,Yes,1,1,34,Male,US,Master's Degree,Yes,Alabama,Alabama,More than 20,Alabama,1,Declaration of Independence,French and Indian War,Spanish American War,Civil Right Act,Great Depression,Bill of Rights,US Constitution,911,Pearl Harbor,World War II,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,11,1,,8,8,6,,,,,,,,,10,,,,10,,,,,,,,,,,,15,,,,,8,,8,5,,,,8,,,,,,,,,,Massachusetts,Pennsylvania,New York,38,34,32,Alaska,California,20,30,25,20,5,New York,1,,Alabama,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,None,1,1
R_3k0MqlfYVaXQqUd,Default Response Set,1/17/17 22:38,1/17/17 23:01,,,,,1,0,13,1,0,NP,1,Yes,1,1,45,Female,USA,Bachelor's Degree,Yes,Alabama,Alabama,More than 20,Arizona,1,American Revolution,Civil War,WWII,vietnam war and peace protests,korean war,civil rights movement,jfk assassination,manifest destiny/pioneers,mayflower,watergate,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,20th,1929,Russia,Communism,1969,Iran,10,1,,2,,,,,,2,,,,,,,,,,,1,,,,1,,,,,,,7,,,,,,8,,12,,,,3,,3,6,,,,,,New York,California,Virginia,15,14,13,Nebraska,New York,10,15,14,13,48,Texas,1,,Alabama,,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,,No,,Neutral,none,1,1
R_3lsllB9fOddbDIa,Default Response Set,1/17/17 22:47,1/17/17 23:08,,,,,1,0,14,1,0,NP,1,Yes,1,1,32,Female,usa,Bachelor's Degree,Yes,Alabama,Alabama,More than 20,Alabama,1,The establishment of Jamestown,Revolutionary War,General George Washington,Civil War,Vietnam War,Attacks on 9/11/2001,Invasion of Iraq and Afganistan,The election of Barack Obama,The ACA being passed,The presidential election of 2016,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Facism,1969,Iran,25,1,,,1,,,,11,,,,,,,,,2,1,,1,,35,,,,8,,,,,1,,,,24,,,,,2,,,,,,,,,,,,Virginia,Massachusetts,Louisiana,21,21,22,Michigan,Colorado,15,20,20,20,25,Massachusetts,1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_eR1qRxO0VsX05fH,Default Response Set,1/17/17 22:58,1/17/17 23:14,,,,,1,0,11,1,0,P,1,Yes,1,1,19,Female,United States,High school diploma,Yes,Massachusetts,New Hampshire,16 to 20,New Hampshire,1,Gaining independence from England,Abolition of Slavery,Defeating Axis Powers in WWII,Civil Rights Movement,Louisiana Purchase,North Winning the Civil War,Election of a non-white president,Bill of Rights,Women's suffrage movement,Western Exploration and Homesteading,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,18th,1929,Russia,Communism,1969,Iran,5,1,,,,,,,12,10,5,7,,,,,2,,,,,,,,2,,3,,,3,,,,,,,,,2,,5,,,,,,,,,,,,New York,California,Pennsylvania,20,17,16,Hawaii,California,10,20,17,16,37,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,"I may have overestimated New Hampshire's contribution a bit, however I felt I was more likely to overestimate New York's contributions because growing up in a less urban area, I always think of New York as ""where everything is"" or having so much more opportunity.",1,1
R_1fdxUV9UuzkNpGO,Default Response Set,1/17/17 23:38,1/17/17 23:47,,,,,1,0,13,1,0,NP,1,Yes,1,1,25,Male,United States,Bachelor's Degree,Yes,New Mexico,New Mexico,11 to 15,New York,1,Louisiana purchase,Independence from britian,Mexican American war,Civil war,WW1,Spanish American war,American Indian war,Spanish American war,WW2,Civil rights movement,1,France,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,71,1,23,2,,,,,,,,,,,,,,,,,,,20,14,28,,,26,,,21,,,,,,,26,,,,2,16,,,,,,,,,,Pennsylvania,New York,Texas,64,25,50,Alabama,California,10,30,10,30,20,Arizona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,New York,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2Yblu4OIe08JuWY,Default Response Set,1/17/17 23:37,1/17/17 23:48,,,,,1,0,3,1,0,P,1,Yes,1,1,28,Female,United States,Bachelor's Degree,Yes,Born Outside U.S.,Iowa,More than 20,Iowa,1,Declaration of Independence,Writing the Constitution,Ww2,11-Sep,Obama elected,Trump elected,Ww1,Iraq war,Bush leaving office,Woman voting,1,Britain,Stamp Act,The Bill of Rights,John Tyler,Herbert Hoover,France,Plessy v. Ferguson,1766-1781,1914,21st,1930,Italy,Communism,1967,Saudi Arabia,11,1,,2,7,7,40,,,,,,,2,9,,,,,,12,,,,,,,,,,,,,,,,,,,,4,,,33,16,,,,,,,,Massachusetts,Mississippi,California,26,28,24,Alaska,California,15,10,5,60,10,Colorado,1,I have not lived in any state for over five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_1JR4Zf08E29dfrd,Default Response Set,1/17/17 23:22,1/17/17 23:56,,,,,1,0,12,1,0,NP,1,Yes,1,1,42,Female,United States,High school diploma,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Vietnam War,JFK assassination,Civil War,9/11 - Destruction of the twin towers,American Revolution,Declaration of Independence,World Wars,Gulf War,Landing on the Moon,I dont know,1,France,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Russia,Communism,1969,Iran,2,1,2,,,,,1,,,,,,,,,,2,,,2,,,,,,,1,,,,,3,,4,,,,,,2,2,,,,,,,,2,,,Georgia,Louisiana,Oklahoma,13,5,9,Alaska,California,5,10,8,6,71,Washington,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,Yes,I couldn't remember the dates of the civil war.,Very Difficult,,1,1
R_1170HLn7CuytaUf,Default Response Set,1/17/17 23:54,1/18/17 0:08,,,,,1,0,7,1,0,NP,1,Yes,1,1,24,Female,USA,Bachelor's Degree,Yes,Michigan,Alabama,1 to 5,Michigan,1,Louisiana Purchase,Word War I,World War II,Slavery,Emancipation Proclamation,Prohibition,11-Sep,Civil Rights Movement,Discovery of the Americas by Columbus,The war on drugs in the 80s,1,France,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Gibbons v. Odgen,1861-1865,1914,18th,1929,Germany,Communism,1967,Kuwait,4,1,,,0,,,1,,,,,,,,,,1,,,,,8,,,,,,1,1,,,,,2,,,,1,,6,,,,,,,,,,,1,Louisiana,Massachusetts,West Virginia,20,15,12,Utah,California,3,20,15,8,54,New York,1,,Alabama,,,,,,,,,,,,,,,,,,,,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,thank you for letting me participate you really showed me that I dont now as much about history as i should lol especially american history,1,1
R_339fZCHlwtyt7Cp,Default Response Set,1/18/17 0:05,1/18/17 0:15,,,,,1,0,7,1,0,NP,1,Yes,1,1,30,Female,United states,Master's Degree,Yes,Wisconsin,Wisconsin,More than 20,Minnesota,1,WWI,WWI,Civil war,Korean war,gulf war,Sudan crisis,declaration of independence,native americans being killed off,racial wars/rosa parks/martin luther king movement,9/11 and iraq war,1,Britain,Stamp Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1751-1755,1914,19th,1929,Italy,Communism,1967,Kuwait,17,1,,,,12,,,,8,,,1,,,4,,5,,,35,,,,,,11,,,,,,,77,,,,,,,,,,,,,,27,1,,,,New York,Virginia,West Virginia,60,48,36,Hawaii,New York,3,40,20,20,17,California,1,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Difficult,,1,1
R_2qaU3Byff0lY2IF,Default Response Set,1/18/17 0:06,1/18/17 0:25,,,,,1,0,10,1,0,P,1,Yes,1,1,30,Female,US Citizen,High school diploma,Yes,Alabama,Alabama,More than 20,Alabama,1,Landing of Columbus.,Declaration of Independence.,Revolutionary War.,Civil War.,Eminent domain leading to westward expansion.,Trail of Tears and subsequent reservations.,11-Sep,The Industrial Revolution.,Development and deployment of the atomic bomb.,Involvement in world wars leading to the current middle eastern conflict.,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1913,18th,1929,Italy,Communism,1969,Iran,15,1,,,,,15,,,,,,,,,,,2,2,5,,,,,,,,,,5,,,,,,,,,,,15,2,,5,7,,,5,,,,,Delaware,New York,Massachusetts,30,25,20,North Dakota,New York,5,25,20,15,35,California,1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,Ranking all of the states to a total of 100 is really difficult without all of them laid out. I feel like the numbers i chose seemed both too high and too low.,1,1
R_2aIREkbVJcNn55z,Default Response Set,1/18/17 0:01,1/18/17 0:27,,,,,1,0,12,1,0,NP,1,Yes,1,1,36,Male,American,Bachelor's Degree,Yes,New Hampshire,New Hampshire,More than 20,Texas,1,The American Revolution,The writing and adoption of the U.S. Constitution and establishment of the government,Westward pioneering and settling of America,The construction of the US railway system,19th century genocide of Native Americans,Freeing of the slaves/Civil War,"America's early 20th century technological achievements: the airplane, mass-produced automobiles, Edison, Graham Bell",The Great Depression,America's involvement in World War II,"America lands on the moon, the effort to do so sends technological development into overdrive and brings us into the age of computers",1,France,Stamp Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,18th,1929,Russia,Communism,1969,Iran,8,1,,,,1,7,,,,,,,,,3,,,,,,2,,,,1,,,,1,,,,,,,2,1,,,4,2,,,,,,,,,,,Massachusetts,New York,California,12,10,7,Wyoming,California,8,12,10,7,63,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,Texas,,,,,,,,,No,,Somewhat Easy,Thanks,1,1
